chapter,heading,description
25,2517,"PEBBLES, GRAVEL ETC. USED FOR CONCRETE AGGREGATES ETC.; MACADAM OF SLAG, DROSS ETC.; GRANULES, CHIPPINGS AND POWDER OF MARBLE, ALABASTER, GRANITE ETC."
25,2518,"DOLOMITE, WHETHER OR NOT CALCINED; DOLOMITE ROUGHLY TRIMMED OR MERELY CUT INTO BLOCKS OR SLABS OF RECTANGULAR OR SQUARE SHAPE; DOLOMITE RAMMING MIX"
25,2519,"NATURAL MAGNESIUM CARBONATE; FUSED MAGNESIA; DEAD-BURNED (SINTERED) MAGNESIA; OTHER MAGNESIUM OXIDE, WHETHER OR NOT PURE"
25,2520,GYPSUM; ANHYDRITE; PLASTERS (CONSISTING OF CALCINED GYPSUM OR CALCINED SULFATE)
25,2521,"LIMESTONE FLUX; LIMESTONE AND OTHER CALCAREOUS STONE, OF A KIND USED FOR THE MANUFACTURE OF LIME OR CEMENT (OR FOR SOIL IMPROVEMENT)"
25,2522,"QUICKLIME, SLAKED LIME AND HYDRAULIC LIME, OTHER THAN CALCIUM OXIDE AND HYDROXIDE OF HEADING 2825"
25,2523,"PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULFATE CEMENT AND SIMILAR HYDRAULIC CEMENTS"
25,2524,ASBESTOS
25,2525,"MICA, INCLUDING SPLITTINGS; MICA WASTE"
25,2526,"NATURAL STEATITE, WHETHER OR NOT ROUGHLY TRIMMED OR MERELY CUT INTO BLOCKS OR SLABS OF RECTANGULAR OR SQUARE SHAPE; TALC"
25,2528,"NATURAL BORATES AND CONCENTRATES THEREOF (NOT BORATES SEPARATED FROM NATURAL BRINE); NATURAL BORIC ACID WITH NOT OVER 85% H3B03, BASED ON DRY WEIGHT"
25,2529,FELDSPAR; LEUCITE; NEPHELINE AND NEPHELINE SYENITE; FLUORSPAR
25,2530,MINERAL SUBSTANCES NESOI
26,2601,"IRON ORES AND CONCENTRATES, INCLUDING ROASTED IRON PYRITES"
26,2602,"MANGANESE ORES AND CONCENTRATES, INCLUDING FERRUGINOUS MANGANESE ORES AND CONCENTRATES WITH A MANGANESE CONTENT OF 20% OR MORE, BASED ON DRY WEIGHT"
26,2603,COPPER ORES AND CONCENTRATES
26,2604,NICKEL ORES AND CONCENTRATES
26,2605,COBALT ORES AND CONCENTRATES
26,2606,ALUMINUM ORES AND CONCENTRATES
26,2607,LEAD ORES AND CONCENTRATES
26,2608,ZINC ORES AND CONCENTRATES
26,2609,TIN ORES AND CONCENTRATES
26,2610,CHROMIUM ORES AND CONCENTRATES
26,2611,TUNGSTEN ORES AND CONCENTRATES
26,2612,URANIUM OR THORIUM ORES AND CONCENTRATES
26,2613,MOLYBDENUM ORES AND CONCENTRATES
26,2614,TITANIUM ORES AND CONCENTRATES
26,2615,"NIOBIUM, TANTALUM, VANADIUM OR ZIRCONIUM ORES AND CONCENTRATES"
26,2616,PRECIOUS METAL ORES AND CONCENTRATES
26,2617,ORES AND CONCENTRATES NESOI
26,2618,GRANULATED SLAG (SLAG SAND) FROM IRON OR STEEL MANUFACTURE
26,2619,"SLAG, DROSS (OTHER THAN GRANULATED SLAG), SCALINGS AND OTHER WASTE FROM THE MANUFACTURE OF IRON OR STEEL"
26,2620,"ASH AND RESIDUES (EXCEPT FROM IRON OR STEEL MANUFACTURE) CONTAINING ARSENIC, METALS OR THEIR COMPOUNDS"
26,2621,"ASH AND SLAG NESOI, INCLUDING SEAWEED ASH (KELP); ASH AND RESIDUES FROM THE INCINERATION OF MUNICIPAL WASTE"
27,2701,"COAL; BRIQUETTES, OVOIDS AND SIMILAR SOLID FUELS MANUFACTURED FROM COAL"
27,2702,"LIGNITE, WHETHER OR NOT AGGLOMERATED, EXCLUDING JET"
27,2703,PEAT (INCLUDING PEAT LITTER) WHETHER OR NOT AGGLOMERATED
27,2704,"COKE AND SEMICOKE OF COAL, OF LIGNITE OR OF PEAT, WHETHER OR NOT AGGLOMERATED; RETORT CARBON"
27,2705,"COAL GAS, WATER GAS, PRODUCER GAS AND SIMILAR GASES, EXCEPT PETROLEUM GASES AND OTHER GASEOUS HYDROCARBONS"
27,2706,"MINERAL TARS, INCLUDING RECONSTITUTED TARS"
27,2707,OILS AND OTHER PRODUCTS OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR; SIMILAR PRODUCTS IN WHICH THE WEIGHT OF AROMATIC CONSTITUENTS PREDOMINATE
27,2708,"PITCH AND PITCH COKE, OBTAINED FROM COAL TAR OR FROM OTHER MINERAL TARS"
27,2709,"PETROLEUM OILS AND OILS FROM BITUMINOUS MINERALS, CRUDE"
27,2710,"PETROLEUM OILS& OILS FROM BITUMINOUS MINS (OTHER THAN CRUDE)& PRODUCTS THEREFROM, NESOI, CONTAINING 70% (BY WEIGHT) OR MORE OF THESE OILS; WASTE OILS"
27,2711,PETROLEUM GASES AND OTHER GASEOUS HYDROCARBONS
27,2712,"PETROLEUM JELLY; PARAFFIN WAX, MICROCRYSTALLINE PETROLEUM WAX, SLACK WAX, OTHER MINERAL WAXES, AND SIMILAR PRODUCTS"
27,2713,"PETROLEUM COKE, PETROLEUM BITUMEN AND RESIDUES OF PETROLEUM OILS OR OF OILS OBTAINED FROM BITUMINOUS MINERALS"
27,2714,"BITUMEN AND ASPHALT, NATURAL; BITUMINOUS OR OIL SHALE AND TAR SANDS; ASPHALTITES AND ASPHALTIC ROCKS"
27,2715,"BITUMINOUS MIXTURES BASED ON NATURAL ASPHALT, NATURAL BITUMEN, PETROLEUM BITUMEN, MINERAL TAR OR MINERAL TAR PITCH"
27,2716,ELECTRICAL ENERGY
28,2801,"FLUORINE, CHLORINE, BROMINE AND IODINE"
28,2802,"SULFUR, SUBLIMED OR PRECIPITATED; COLLODIAL SULFUR"
28,2803,"CARBON, NESOI (INCLUDING CARBON BLACK)"
28,2804,"HYDROGEN, RARE GASES AND OTHER NONMETALS"
28,2805,"ALKALI OR ALKALINE-EARTH METALS; RARE-EARTH METALS, SCANDIUM AND YTTRIUM, WHETHER OR NOT INTERMIXED OR INTERALLOYED; MERCURY"
28,2806,HYDROGEN CHLORIDE (HYDROCHLORIC ACID); CHLOROSULFURIC ACID
28,2807,SULFURIC ACID; OLEUM
28,2808,"NITRIC ACID, SULFONITRIC ACIDS"
28,2809,DIPHOSPHORUS PENTAOXIDE; PHOSPHORIC ACID AND POLYPHOSPHORIC ACIDS
28,2810,OXIDES OF BORON; BORIC ACIDS
28,2811,INORGANIC ACIDS NESOI AND INORGANIC OXYGEN COMPOUNDS OF NONMETALS NESOI
28,2812,HALIDES AND HALIDE OXIDES OF NONMETALS
28,2813,SULFIDES OF NONMETALS; COMMERCIAL PHOSPHORUS TRISULFIDE
28,2814,"AMMONIA, ANHYDROUS OR IN AQUEOUS SOLUTION"
28,2815,SODIUM HYDROXIDE (CAUSTIC SODA); POTASSIUM HYDROXIDE (CAUSTIC POTASH); PEROXIDES OF SODIUM OR POTASSIUM
28,2816,"HYDROXIDE AND PEROXIDE OF MAGNESIUM; OXIDES, HYDROXIDES AND PEROXIDES OF STRONTIUM OR BARIUM"
28,2817,ZINC OXIDE AND ZINC PEROXIDE
28,2818,"ARTIFICIAL CORUNDUM, WHETHER OR NOT CHEMICALLY DEFINED; ALUMINUM OXIDE; ALUMINUM HYDROXIDE"
28,2819,CHROMIUM OXIDES AND HYDROXIDES
28,2820,MANGANESE OXIDES
28,2821,IRON OXIDES AND HYDROXIDES; EARTH COLORS CONTAINING BY WEIGHT 70% OR MORE OF COMBINED IRON EVALUATED AS FE203
28,2822,COBALT OXIDES AND HYDROXIDES; COMMERCIAL COBALT OXIDES
28,2823,TITANIUM OXIDES
28,2824,LEAD OXIDES; RED LEAD AND ORANGE LEAD
28,2825,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; INORGANIC BASES NESOI; METAL OXIDES, HYDROXIDES AND PEROXIDES NESOI"
28,2826,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS"
28,2827,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES"
28,2828,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITE; CHLORITES; HYPOBROMITES
28,2829,CHLORATES AND PERCHLORATES; BROMATES AND PERBROMATES; IODATES AND PERIODATES
28,2830,SULFIDES; POLYSULFIDES
28,2831,DITHIONITES AND SULFOXYLATES
28,2832,SULFITES; THIOSULFATES
28,2833,SULFATES; ALUMS; PEROXOSULFATES (PERSULFATES)
28,2834,NITRITES; NITRATES
28,2835,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES), PHOSPHATES AND POLYPHOSPHATES"
28,2836,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE
28,2837,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES"
28,2839,SILICATES; COMMERCIAL ALKALI METAL SILICATES
28,2840,BORATES; PEROXOBORATES (PERBORATES)
28,2841,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS
28,2842,"SALTS OF INORGANIC ACIDS OR PEROXOACIDS, EXCLUDING AZIDES, NESOI"
28,2843,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, CHEMICALLY DEFINED OR NOT; AMALGAMS OF PRECIOUS METALS"
28,2844,RADIOACTIVE CHEMICAL ELEMENTS AND ISOTOPES AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS
28,2845,"STABLE (NONRADIOACTIVE) ISOTOPES; COMPOUNDS, INORGANIC OR ORGANIC, OF SUCH ISOTOPES, WHETHER OR NOT CHEMICALLY DEFINED"
28,2846,"RARE-EARTH METAL COMPOUNDS, INORGANIC OR ORGANIC, OF YTTRIUM OR SCANDIUM OR OF MIXTURES OF THESE METALS"
28,2847,"HYDROGEN PEROXIDE, WHETHER OR NOT SOLIDIFIED WITH UREA"
28,2849,"CARBIDES, WHETHER OR NOT CHEMICALLY DEFINED"
28,2850,"HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED"
28,2852,"MERCURY COMPOUNDS, INORGANIC OR ORGANIC, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING AMALGAMS"
28,2853,"INORGANIC COMPOUNDS NESOI; LIQUID AIR; COMPRESSED AIR; AMALGAMS, OTHER THAN OF PRECIOUS METALS"
29,2901,ACYCLIC HYDROCARBONS
29,2902,CYCLIC HYDROCARBONS
29,2903,HALOGENATED DERIVATIVES OF HYDROCARBONS
29,2904,"SULFONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED"
29,2905,"ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SULFONATED, NITRATED OR NITROSATED DERIVATIVES"
29,2906,"CYCLIC ALCOHOLS AND THEIR HALOGENATED, SULFONATED, NITRATED OR NITROSATED DERIVATIVES"
29,2907,PHENOLS; PHENOL-ALCOHOLS
29,2908,"HALOGENATED, SULFONATED, NITRATED OR NITROSATED DERIVATIVES OF PHENOLS OR PHENOL-ALCOHOLS"
29,2909,"ETHERS, ETHER-ALCOHOLS, ETHER-PHENOLS, ALCOHOL PEROXIDES, KETONE PEROXIDES ETC. AND THEIR HALOGENATED, SULFONATED, NITRATED OR NITROSATED DERIVATIVES"
29,2910,"EPOXIDES, EPOXYALCOHOLS, EPOXYPHENOLS AND EPOXYETHERS WITH A THREE-MEMBERED RING, AND HALOGENATED, SULFONATED, NITRATED OR NITROSATED DERIVATIVE"
29,2911,"ACETALS AND HEMIACETALS, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULFONATED, NITRATED OR NITROSATED DERIVATIVES"
29,2912,ALDEHYDES; CYCLIC POLYMERS OF ALDEHYDES; PARAFORMALDEHYDE
29,2913,"HALOGENATED, SULFONATED, NITRATED OR NITROSATED DERIVATIVES OF ALDEHYDE-FUNCTION COMPOUNDS"
29,2914,"KETONES AND QUINONES, AND THEIR HALOGENATED, SULFONATED, NITRATED OR NITROSATED DERIVATIVES"
29,2915,"SATURATED ACYCLIC MONOCARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULFONATED ETC. DERIVATIVES"
29,2916,"ACYCLIC (UNSATURATED) AND CYCLIC MONOCARBOXYLIC ACIDS, THEIR ANHYDRIDES, HALIDES, PEROXIDES ETC.; THEIR HALOGENATED, SULFONATED ETC. DERIVATIVES"
29,2917,"POLYCARBOXYLIC ACIDS, THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULFONATED, NITRATED OR NITROSATED DERIVATIVES"
29,2918,"CARBOXYLIC ACIDS WITH ADDED OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES ETC.; THEIR HALOGENATED, SULFONATED, NITRATED ETC. DERIVATIVES"
29,2919,"PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTOPHOSPHATES; THEIR HALOGENATED, SULFONATED, NITRATED, OR NITROSATED DERIVATIVES"
29,2920,"ESTERS OF INORGANIC ACIDS OF NON-METALS (EXCLUDING ESTERS OF HYDROGEN HALIDES) NESOI AND THEIR SALTS; THEIR HALOGENATED, SULFONATED, NITRATED ETC. DE"
29,2921,AMINE-FUNCTION COMPOUNDS
29,2922,OXYGEN-FUNCTION AMINO-COMPOUNDS
29,2923,QUATERNARY AMMONIUM SALTS AND HYDROXIDES; LECITHINS AND OTHER PHOSPHOAMINOLIPIDS
29,2924,CARBOXYAMIDE-FUNCTION COMPOUNDS; AMIDE-FUNCTION COMPOUNDS OF CARBONIC ACID
29,2925,CARBOXYIMIDE-FUNCTION COMPOUNDS (INCLUDING SACCHARIN AND ITS SALTS) AND IMINE-FUNCTION COMPOUNDS
29,2926,NITRILE-FUNCTION COMPOUNDS
29,2927,"DIAZO-, AZO-, OR AZOXY-COMPOUNDS"
29,2928,ORGANIC DERIVATIVES OF HYDRAZINE OR HYDROXYLAMINE
29,2929,NITROGEN FUNCTION COMPOUNDS NESOI
29,2930,ORGANO-SULFUR COMPOUNDS
29,2931,"ORGANO-INORGANIC COMPOUNDS, NESOI"
29,2932,HETEROCYCLIC COMPOUNDS WITH OXYGEN HETERO-ATOM(S) ONLY
29,2933,HETEROCYCLIC COMPOUNDS WITH NITROGEN HETERO-ATOM(S) ONLY
29,2934,"NUCLEIC ACIDS AND THEIR SALTS, OTHER HETEROCYCLIC COMPOUNDS"
29,2935,SULFONAMIDES
29,2936,"PROVITAMINS AND VITAMINS, NATURAL OR SYNTHETIC, DERIVATIVES THEREOF USED PRIMARILY AS VITAMINS, AND INTERMIXTURES OF THE FOREGOING"
29,2937,"HORMONES, NATURAL OR SYNTHETIC; DERIVATIVES THEREOF AND OTHER STERIODS USED PRIMARILY AS HORMONES"
29,2938,"GLYCOSIDES, NATURAL OR SYNTHETIC, AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES"
29,2939,"VEGETABLE ALKALOIDS, NATURAL OR SYNTHETIC, AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES"
29,2940,"SUGARS, CHEMICALLY PURE, OTHER THAN SUCROSE, LACTOSE, MALTOSE, GLUCOSE AND FRUCTOSE; SUGAR ETHERS AND SUGAR ESTERS, AND THEIR SALTS, NESOI"
29,2941,ANTIBIOTICS
29,2942,ORGANIC COMPOUNDS NESOI
30,3001,"GLANDS AND OTHER ORGANS, DRIED, AND THEIR EXTRACTS ETC. FOR THERAPEUTIC ETC. USE; HEPARIN AND SALTS; HUMAN ETC. SUBSTANCES FOR THERAPEUTICS ETC. NESOI"
30,3002,"HUMAN AND ANIMAL BLOOD, PREPARED; ANTISERA OTHER BLOOD FRCTNS IMMUNOLOGICAL PROD; VACCINES, TXNS, CULTURES OF MICRO-ORGANISMS (EXC YEASTS) & LIKE PROD"
30,3003,"MEDICAMENTS (EXCEPT VACCINES ETC., BANDAGES OR PHARMACEUTICALS), CONSISTING OF MIXTURES FOR THERAPEUTIC ETC. USES, NOT IN DOSAGE OR RETAIL SALE FORM"
30,3004,"MEDICAMENTS (EXCEPT VACCINES ETC., BANDAGES OR PHARMACEUTICALS), OF PRODUCTS (MIXED OR NOT) FOR THERAPEUTIC ETC. USES, IN DOSAGE OR RETAIL SALE FORM"
30,3005,"BANDAGES AND SIMILAR ARTICLES, IMPREGNATED OR COATED WITH PHARMACEUTICALS OR PUT UP FOR RETAIL SALE FOR MEDICAL, SURGICAL, DENTAL OR VETERINARY USES"
30,3006,PHARMACEUTICAL GOODS OF SPECIFIED IN NOTE 4 TO CHAPTER 30
31,3101,"ANIMAL OR VEGETABLE FERTILIZERS, INCLUDING MIXED OR CHEMICALLY TREATED; FERTILIZERS MADE BY MIXING OR CHEMICALLY TREATING ANIMAL OR VEGETABLE PRODUCTS"
31,3102,"MINERAL OR CHEMICAL FERTILIZERS, NITROGENOUS"
31,3103,"MINERAL OR CHEMICAL FERTILIZERS, PHOSPHATIC"
31,3104,"MINERAL OR CHEMICAL FERTILIZERS, POTASSIC"
31,3105,MINERAL OR CHEMICAL FERTILIZERS WITH TWO OF THE THREE FERTILIZER ELEMENTS; FERTILIZERS NESOI; FERTILIZERS IN PACKS ETC. NOT OVER 10 KG GROSS WEIGHT
32,3201,"TANNING EXTRACTS OF VEGETABLE ORIGIN; TANNINS AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES"
32,3202,SYNTHETIC ORGANIC TANNING SUBSTANCES; INORGANIC TANNING SUBSTANCES; TANNING PREPARATIONS; ENZYMATIC PREPARATIONS FOR PRE-TANNING
32,3203,COLORING MATTER OF VEGETABLE OR ANIMAL ORIGIN AND PREPARATIONS BASED THEREON
32,3204,SYNTHETIC ORGANIC COLORING MATTER AND PREPARATIONS BASED THEREON; SYNTHETIC ORGANIC PRODUCTS USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES
32,3205,COLOR LAKES; PREPARATIONS BASED ON COLOR LAKES
32,3206,COLORING MATTER NESOI; COLORING PREPARATIONS NESOI; INORGANIC PRODUCTS USED AS LUMINOPHORES
32,3207,"PREPARED PIGMENTS, OPACIFIERS AND COLORS, VITRIFIABLE ENAMELS ETC. USED IN THE CERAMIC, ENAMELING OR GLASS INDUSTRY; GLASS (FRIT OR OTHER) POWDER ETC."
32,3208,PAINTS AND VARNISHES BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS IN A NONAQUEOUS MEDIUM; SOLUTIONS BASED ON SPECIFIED POLYMERS
32,3209,PAINTS AND VARNISHES BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS IN AN AQUEOUS MEDIUM
32,3210,"PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FINISHING LEATHER"
32,3211,PREPARED DRIERS
32,3212,"PIGMENTS DISPERSED IN NONAQUEOUS MEDIA, IN LIQUID OR PASTE FORM, FOR PAINT MANUFACTURE; STAMPING FOILS; DYES AND OTHER COLORS PACKAGED FOR RETAIL SALE"
32,3213,"ARTISTS', STUDENTS' OR SIGNBOARD PAINTERS' COLORS, MODIFYING TINTS ETC., IN TABLETS, TUBES, JARS, BOTTLES OR IN SIMILAR FORMS OR PACKINGS"
32,3214,"GLAZIERS' PUTTY, CAULKING COMPOUNDS AND OTHER MASTICS; PAINTERS' FILLINGS; NONREFRACTORY SURFACING PREPARATIONS FOR FACADES, INDOOR WALLS, FLOORS ETC."
32,3215,"PRINTING INK, WRITING OR DRAWING INK AND OTHER INKS, WHETHER OR NOT CONCENTRATED OR SOLID"
33,3301,"ESSENTIAL OILS, CONCRETES AND ABSOLUTES; RESINOID;EXTRACTED OLEORESINS; CONCEN OF ESSEN OILS AND TERPENIC BY PRODS; AQUEOUS SOLUTNS ETC. OF ESSEN OIL"
33,3302,"MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES BASED ON ONE OR MORE ODORIFEROUS SUBSTANCES, OF A KIND USED AS RAW MATERIALS IN INDUSTRY OR BEV MFG"
33,3303,PERFUMES AND TOILET WATERS
33,3304,"BEAUTY OR MAKE-UP AND SKIN-CARE PREPARATIONS (OTHER THAN MEDICAMENTS), INCLUDING SUNSCREENS ETC.; MANICURE OR PEDICURE PREPARATIONS"
33,3305,PREPARATIONS FOR USE ON THE HAIR
33,3306,"PREPARATIONS FOR ORAL OR DENTAL HYGIENE, INCLUDING DENTURE FIXATIVE PASTES AND POWDERS; DENTAL FLOSS YARN"
33,3307,"PERSONAL PERFUMERY, COSMETIC OR TOILET PREPARATIONS NESOI, INCLUDING SHAVING AND BATH PREPARATIONS AND DEODORANTS ETC.; PREPARED ROOM DEODORIZERS"
34,3401,"SOAP; ORGANIC SURFACE-ACTIVE PRODUCTS FOR USE AS SOAP, IN BARS, CAKES ETC.; PAPER, WADDING, FELT ETC., IMPREGNATED OR COATED WITH SOAP OR DETERGENT"
34,3402,"ORGANIC SURFACE-ACTIVE AGENTS (OTHER THAN SOAP); SURFACE-ACTIVE, WASHING, AND CLEANING PREPARATIONS, WHETHER OR NOT CONTAINING SOAP, NESOI"
34,3403,"LUBRICATING PREPARATIONS; ANTIRUST ETC. PREPARATIONS BASED ON LUBRICANTS; PREPARATIONS FOR THE OIL OR GREASE TREATMENT OF TEXTILES, LEATHER, FURS ETC."
34,3404,ARTIFICIAL WAXES AND PREPARED WAXES
34,3405,"POLISHES AND CREAMS, FOR FOOTWEAR, FURNITURE, FLOORS, COACHWORK, GLASS OR METAL; SCOURING PASTES, POWDERS AND PREPARATIONS NESOI"
34,3406,"CANDLES, TAPERS AND THE LIKE"
34,3407,"MODELING PASTES, INCLUDING THOSE FOR CHILDREN; DENTAL IMPRESSION COMPOUNDS; PREPARATIONS FOR USE IN DENTISTRY, WITH A BASIS OF PLASTER"
35,3501,"CASEIN, CASEINATES AND OTHER CASEIN DERIVATIVES; CASEIN GLUES"
35,3502,"ALBUMINS (INCL CNCENTRTES TWO/MORE WHEY PROTEINS, CNTNG BY WEIGHT MORE THN 80% WHEY PROTEINS CALCULATED ON DRY MATTR), ALBUMINATES & OTH ALBUMIN DERIV"
35,3503,GELATIN (INCLUDING GELATIN IN RECTANGULAR OR SQUARE SHEETS) AND GELATIN DERIVATIVES; ISINGLASS; OTHER GLUE OF ANIMAL ORIGIN (EXCEPT CASEIN GLUE) NESOI
35,3504,"PEPTONES AND DERIVATIVES; OTHER PROTEINS AND DERIVATIVES, NESOI; HIDE POWDER, CHROMED OR NOT"
35,3505,"DEXTRINS AND OTHER MODIFIED STARCHES; GLUES BASED ON STARCHES, OR ON DEXTRINS OR OTHER MODIFIED STARCHES"
35,3506,"PREPARED GLUES AND ADHESIVES NESOI; PRODUCTS SUITABLE FOR USE AS GLUES OR ADHESIVES, PACKAGED FOR RETAIL SALE, WITH NET WEIGHT NOT OVER 1 KG (2.2 LBS)"
35,3507,ENZYMES; PREPARED ENZYMES NESOI
36,3601,PROPELLANT POWDERS
36,3602,"PREPARED EXPLOSIVES, OTHER THAN PROPELLENT POWDERS"
36,3603,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS
36,3604,"FIREWORKS, SIGNALLING FLARES, RAIN ROCKETS, FOG SIGNALS AND OTHER PYROTECHNIC ARTICLES"
36,3605,"MATCHES, OTHER THAN PYROTECHNIC ARTICLES"
36,3606,FERROCERIUM AND OTHER PYROPHORIC ALLOYS IN ALL FORMS; ARTICLES OF SPECIFIED COMBUSTIBLE MATERIALS
37,3701,"PHOTOGRAPHIC PLATES AND FILM, FLAT, SENSITIZED, UNEXPOSED, NOT OF PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM, FLAT, SENSITIZED, UNEXPOSED"
37,3702,"PHOTOGRAPHIC FILM IN ROLLS, SENSITIZED, UNEXPOSED, NOT OF PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITIZED, UNEXPOSED"
37,3703,"PHOTOGRAPHIC PAPER, PAPERBOARD AND TEXTILES, SENSITIZED, UNEXPOSED"
37,3704,"PHOTOGRAPHIC PLATES, FILM, PAPER, PAPERBOARD AND TEXTILES, EXPOSED BUT NOT DEVELOPED"
37,3705,"PHOTOGRAPHIC PLATES AND FILM (OTHER THAN MOTION-PICTURE FILM), EXPOSED AND DEVELOPED"
37,3706,"MOTION-PICTURE FILM, EXPOSED AND DEVELOPED, WITH OR WITHOUT SOUND TRACK OR CONSISTING ONLY OF SOUND TRACK"
37,3707,"CHEMICAL PREPARATIONS FOR USE IN PHOTOGRAPHY; UNMIXED PRODUCTS FOR PHOTOGRAPHIC USES, PACKAGED IN MEASURED PORTIONS READY FOR USE OR RETAIL SALE"
38,3801,"ARTIFICIAL GRAPHITE; COLLOIDAL GRAPHITE; PREPARATIONS BASED ON GRAPHITE OR OTHER CARBON IN PASTES, BLOCKS, PLATES OR OTHER SEMIMANUFACTURES"
38,3802,"ACTIVATED CARBON; ACTIVATED NATURAL MINERAL PRODUCTS; ANIMAL BLACK, INCLUDING SPENT ANIMAL BLACK"
38,3803,"TALL OIL, WHETHER OR NOT REFINED"
38,3804,"RESIDUAL LYES FROM THE MANUFACTURE OF WOOD PULP, WHETHER OR NOT CONCENTRATED, DESUGARED ETC., INCLUDING LIGNIN SULFONATES, BUT EXCLUDING TALL OIL"
38,3805,"GUM, WOOD OR SULFATE TURPENTINE ETC. FROM CONIFEROUS WOODS; CRUDE DIPENTENE; SULFITE TURPENTINE ETC.; PINE OIL WITH ALPHA-TERPINEOL PREDOMINATING"
38,3806,ROSIN AND RESIN ACIDS AND DERIVATIVES THEREOF; ROSIN SPIRIT AND ROSIN OILS; RUN GUMS
38,3807,"WOOD TAR; WOOD TAR OILS; WOOD CRESOTE; WOOD NAPHTHA; VEGETABLE PITCH; BREWERS' PITCH AND LIKE PRODUCTS BASED ON ROSIN, RESIN ACIDS OR VEGETABLE PITCH"
38,3808,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTISPROUTING PRODUCTS ETC., PACKAGED FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES"
38,3809,"FINISHING AGENTS, DYE CARRIERS AND OTHER PREPARATIONS (DRESSINGS, MORDANTS ETC.) USED IN THE TEXTILE, PAPER, LEATHER OR LIKE INDUSTRIES, NESOI"
38,3810,"PICKLING PREPARATIONS FOR METAL SURFACES; SOLDERING, BRAZING OR WELDING FLUXES, POWDERS AND PASTES ETC.; CORES OR COATINGS FOR WELDING ELECTRODES ETC."
38,3811,ANTIKNOCK PREPARATIONS AND OTHER ADDITIVES FOR MINERAL OILS (INCLUDING GASOLINE) OR FOR OTHER LIQUIDS USED FOR THE SAME PURPOSES AS MINERAL OILS
38,3812,PREPARED RUBBER ACCELERATORS: COMPOUND PLASTICIZERS NESOI AND ANTIOXIDIZING PREPARATIONS AND OTHER COMPOUND STABILIZERS FOR RUBBER OR PLASTICS
38,3813,PREPARATIONS AND CHARGES FOR FIRE-EXTINGUISHERS; CHARGED FIRE-EXTINGUISHNG GRENADES
38,3814,"ORGANIC COMPOSITE SOLVENTS AND THINNERS, NESOI; PREPARED PAINT OR VARNISH REMOVERS"
38,3815,"REACTION INITIATORS, REACTION ACCELERATORS AND CATALYTIC PREPARATIONS NESOI"
